,image,label,scene,split
2022-09-21_garching_uebungsplatz_2-0034_1663755329887935615,test/image-2022-09-21_garching_uebungsplatz_2-0034_1663755329887935615.png,test/label-2022-09-21_garching_uebungsplatz_2-0034_1663755329887935615.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0120_1663756017656829261,test/image-2022-09-21_garching_uebungsplatz_2-0120_1663756017656829261.png,test/label-2022-09-21_garching_uebungsplatz_2-0120_1663756017656829261.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0053_1663755542829820476,test/image-2022-09-21_garching_uebungsplatz_2-0053_1663755542829820476.png,test/label-2022-09-21_garching_uebungsplatz_2-0053_1663755542829820476.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0085_1663755763936469034,test/image-2022-09-21_garching_uebungsplatz_2-0085_1663755763936469034.png,test/label-2022-09-21_garching_uebungsplatz_2-0085_1663755763936469034.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0112_1663755943194562679,test/image-2022-09-21_garching_uebungsplatz_2-0112_1663755943194562679.png,test/label-2022-09-21_garching_uebungsplatz_2-0112_1663755943194562679.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0057_1663755568618085208,test/image-2022-09-21_garching_uebungsplatz_2-0057_1663755568618085208.png,test/label-2022-09-21_garching_uebungsplatz_2-0057_1663755568618085208.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0046_1663755478722304411,test/image-2022-09-21_garching_uebungsplatz_2-0046_1663755478722304411.png,test/label-2022-09-21_garching_uebungsplatz_2-0046_1663755478722304411.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0119_1663756013202992977,test/image-2022-09-21_garching_uebungsplatz_2-0119_1663756013202992977.png,test/label-2022-09-21_garching_uebungsplatz_2-0119_1663756013202992977.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0117_1663755988244353851,test/image-2022-09-21_garching_uebungsplatz_2-0117_1663755988244353851.png,test/label-2022-09-21_garching_uebungsplatz_2-0117_1663755988244353851.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0023_1663755294155289803,test/image-2022-09-21_garching_uebungsplatz_2-0023_1663755294155289803.png,test/label-2022-09-21_garching_uebungsplatz_2-0023_1663755294155289803.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0090_1663755778434817461,test/image-2022-09-21_garching_uebungsplatz_2-0090_1663755778434817461.png,test/label-2022-09-21_garching_uebungsplatz_2-0090_1663755778434817461.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0033_1663755329162770825,test/image-2022-09-21_garching_uebungsplatz_2-0033_1663755329162770825.png,test/label-2022-09-21_garching_uebungsplatz_2-0033_1663755329162770825.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0004_1663755209017252315,test/image-2022-09-21_garching_uebungsplatz_2-0004_1663755209017252315.png,test/label-2022-09-21_garching_uebungsplatz_2-0004_1663755209017252315.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0074_1663755729865978633,test/image-2022-09-21_garching_uebungsplatz_2-0074_1663755729865978633.png,test/label-2022-09-21_garching_uebungsplatz_2-0074_1663755729865978633.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0093_1663755786408609474,test/image-2022-09-21_garching_uebungsplatz_2-0093_1663755786408609474.png,test/label-2022-09-21_garching_uebungsplatz_2-0093_1663755786408609474.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0067_1663755700040078460,test/image-2022-09-21_garching_uebungsplatz_2-0067_1663755700040078460.png,test/label-2022-09-21_garching_uebungsplatz_2-0067_1663755700040078460.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0076_1663755739704430844,test/image-2022-09-21_garching_uebungsplatz_2-0076_1663755739704430844.png,test/label-2022-09-21_garching_uebungsplatz_2-0076_1663755739704430844.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0060_1663755583221618728,test/image-2022-09-21_garching_uebungsplatz_2-0060_1663755583221618728.png,test/label-2022-09-21_garching_uebungsplatz_2-0060_1663755583221618728.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0040_1663755367174308546,test/image-2022-09-21_garching_uebungsplatz_2-0040_1663755367174308546.png,test/label-2022-09-21_garching_uebungsplatz_2-0040_1663755367174308546.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0014_1663755266189736216,test/image-2022-09-21_garching_uebungsplatz_2-0014_1663755266189736216.png,test/label-2022-09-21_garching_uebungsplatz_2-0014_1663755266189736216.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0005_1663755216474117528,test/image-2022-09-21_garching_uebungsplatz_2-0005_1663755216474117528.png,test/label-2022-09-21_garching_uebungsplatz_2-0005_1663755216474117528.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0018_1663755281829470701,test/image-2022-09-21_garching_uebungsplatz_2-0018_1663755281829470701.png,test/label-2022-09-21_garching_uebungsplatz_2-0018_1663755281829470701.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0008_1663755232218031667,test/image-2022-09-21_garching_uebungsplatz_2-0008_1663755232218031667.png,test/label-2022-09-21_garching_uebungsplatz_2-0008_1663755232218031667.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0109_1663755922586168382,test/image-2022-09-21_garching_uebungsplatz_2-0109_1663755922586168382.png,test/label-2022-09-21_garching_uebungsplatz_2-0109_1663755922586168382.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0091_1663755781230647385,test/image-2022-09-21_garching_uebungsplatz_2-0091_1663755781230647385.png,test/label-2022-09-21_garching_uebungsplatz_2-0091_1663755781230647385.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0036_1663755341074041278,test/image-2022-09-21_garching_uebungsplatz_2-0036_1663755341074041278.png,test/label-2022-09-21_garching_uebungsplatz_2-0036_1663755341074041278.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0056_1663755557226454156,test/image-2022-09-21_garching_uebungsplatz_2-0056_1663755557226454156.png,test/label-2022-09-21_garching_uebungsplatz_2-0056_1663755557226454156.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0071_1663755708843153705,test/image-2022-09-21_garching_uebungsplatz_2-0071_1663755708843153705.png,test/label-2022-09-21_garching_uebungsplatz_2-0071_1663755708843153705.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0026_1663755303373057365,test/image-2022-09-21_garching_uebungsplatz_2-0026_1663755303373057365.png,test/label-2022-09-21_garching_uebungsplatz_2-0026_1663755303373057365.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0099_1663755850510123248,test/image-2022-09-21_garching_uebungsplatz_2-0099_1663755850510123248.png,test/label-2022-09-21_garching_uebungsplatz_2-0099_1663755850510123248.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0003_1663755204459982406,test/image-2022-09-21_garching_uebungsplatz_2-0003_1663755204459982406.png,test/label-2022-09-21_garching_uebungsplatz_2-0003_1663755204459982406.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0103_1663755890897996977,test/image-2022-09-21_garching_uebungsplatz_2-0103_1663755890897996977.png,test/label-2022-09-21_garching_uebungsplatz_2-0103_1663755890897996977.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0098_1663755846575780402,test/image-2022-09-21_garching_uebungsplatz_2-0098_1663755846575780402.png,test/label-2022-09-21_garching_uebungsplatz_2-0098_1663755846575780402.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0049_1663755516109784318,test/image-2022-09-21_garching_uebungsplatz_2-0049_1663755516109784318.png,test/label-2022-09-21_garching_uebungsplatz_2-0049_1663755516109784318.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0108_1663755909020589561,test/image-2022-09-21_garching_uebungsplatz_2-0108_1663755909020589561.png,test/label-2022-09-21_garching_uebungsplatz_2-0108_1663755909020589561.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0059_1663755578975613308,test/image-2022-09-21_garching_uebungsplatz_2-0059_1663755578975613308.png,test/label-2022-09-21_garching_uebungsplatz_2-0059_1663755578975613308.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0011_1663755241125194088,test/image-2022-09-21_garching_uebungsplatz_2-0011_1663755241125194088.png,test/label-2022-09-21_garching_uebungsplatz_2-0011_1663755241125194088.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0022_1663755291773285140,test/image-2022-09-21_garching_uebungsplatz_2-0022_1663755291773285140.png,test/label-2022-09-21_garching_uebungsplatz_2-0022_1663755291773285140.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0114_1663755964114299241,test/image-2022-09-21_garching_uebungsplatz_2-0114_1663755964114299241.png,test/label-2022-09-21_garching_uebungsplatz_2-0114_1663755964114299241.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0044_1663755469711467803,test/image-2022-09-21_garching_uebungsplatz_2-0044_1663755469711467803.png,test/label-2022-09-21_garching_uebungsplatz_2-0044_1663755469711467803.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0075_1663755733076066766,test/image-2022-09-21_garching_uebungsplatz_2-0075_1663755733076066766.png,test/label-2022-09-21_garching_uebungsplatz_2-0075_1663755733076066766.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0002_1663755194931038715,test/image-2022-09-21_garching_uebungsplatz_2-0002_1663755194931038715.png,test/label-2022-09-21_garching_uebungsplatz_2-0002_1663755194931038715.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0088_1663755771082326308,test/image-2022-09-21_garching_uebungsplatz_2-0088_1663755771082326308.png,test/label-2022-09-21_garching_uebungsplatz_2-0088_1663755771082326308.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0061_1663755589332011624,test/image-2022-09-21_garching_uebungsplatz_2-0061_1663755589332011624.png,test/label-2022-09-21_garching_uebungsplatz_2-0061_1663755589332011624.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0077_1663755745710072591,test/image-2022-09-21_garching_uebungsplatz_2-0077_1663755745710072591.png,test/label-2022-09-21_garching_uebungsplatz_2-0077_1663755745710072591.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0078_1663755750681241137,test/image-2022-09-21_garching_uebungsplatz_2-0078_1663755750681241137.png,test/label-2022-09-21_garching_uebungsplatz_2-0078_1663755750681241137.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0007_1663755229317969642,test/image-2022-09-21_garching_uebungsplatz_2-0007_1663755229317969642.png,test/label-2022-09-21_garching_uebungsplatz_2-0007_1663755229317969642.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0101_1663755858795634639,test/image-2022-09-21_garching_uebungsplatz_2-0101_1663755858795634639.png,test/label-2022-09-21_garching_uebungsplatz_2-0101_1663755858795634639.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0025_1663755300265333098,test/image-2022-09-21_garching_uebungsplatz_2-0025_1663755300265333098.png,test/label-2022-09-21_garching_uebungsplatz_2-0025_1663755300265333098.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0095_1663755799767857907,test/image-2022-09-21_garching_uebungsplatz_2-0095_1663755799767857907.png,test/label-2022-09-21_garching_uebungsplatz_2-0095_1663755799767857907.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0083_1663755759380176599,test/image-2022-09-21_garching_uebungsplatz_2-0083_1663755759380176599.png,test/label-2022-09-21_garching_uebungsplatz_2-0083_1663755759380176599.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0029_1663755311141528850,test/image-2022-09-21_garching_uebungsplatz_2-0029_1663755311141528850.png,test/label-2022-09-21_garching_uebungsplatz_2-0029_1663755311141528850.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0027_1663755306687926868,test/image-2022-09-21_garching_uebungsplatz_2-0027_1663755306687926868.png,test/label-2022-09-21_garching_uebungsplatz_2-0027_1663755306687926868.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0006_1663755222067529613,test/image-2022-09-21_garching_uebungsplatz_2-0006_1663755222067529613.png,test/label-2022-09-21_garching_uebungsplatz_2-0006_1663755222067529613.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0009_1663755235842624545,test/image-2022-09-21_garching_uebungsplatz_2-0009_1663755235842624545.png,test/label-2022-09-21_garching_uebungsplatz_2-0009_1663755235842624545.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0019_1663755283900659702,test/image-2022-09-21_garching_uebungsplatz_2-0019_1663755283900659702.png,test/label-2022-09-21_garching_uebungsplatz_2-0019_1663755283900659702.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0113_1663755952618660334,test/image-2022-09-21_garching_uebungsplatz_2-0113_1663755952618660334.png,test/label-2022-09-21_garching_uebungsplatz_2-0113_1663755952618660334.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0063_1663755596064191952,test/image-2022-09-21_garching_uebungsplatz_2-0063_1663755596064191952.png,test/label-2022-09-21_garching_uebungsplatz_2-0063_1663755596064191952.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0017_1663755278515124274,test/image-2022-09-21_garching_uebungsplatz_2-0017_1663755278515124274.png,test/label-2022-09-21_garching_uebungsplatz_2-0017_1663755278515124274.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0037_1663755349671324111,test/image-2022-09-21_garching_uebungsplatz_2-0037_1663755349671324111.png,test/label-2022-09-21_garching_uebungsplatz_2-0037_1663755349671324111.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0089_1663755774602743553,test/image-2022-09-21_garching_uebungsplatz_2-0089_1663755774602743553.png,test/label-2022-09-21_garching_uebungsplatz_2-0089_1663755774602743553.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0118_1663756001396327548,test/image-2022-09-21_garching_uebungsplatz_2-0118_1663756001396327548.png,test/label-2022-09-21_garching_uebungsplatz_2-0118_1663756001396327548.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0069_1663755704285819882,test/image-2022-09-21_garching_uebungsplatz_2-0069_1663755704285819882.png,test/label-2022-09-21_garching_uebungsplatz_2-0069_1663755704285819882.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0079_1663755752544669641,test/image-2022-09-21_garching_uebungsplatz_2-0079_1663755752544669641.png,test/label-2022-09-21_garching_uebungsplatz_2-0079_1663755752544669641.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0028_1663755308863174482,test/image-2022-09-21_garching_uebungsplatz_2-0028_1663755308863174482.png,test/label-2022-09-21_garching_uebungsplatz_2-0028_1663755308863174482.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0080_1663755755444319849,test/image-2022-09-21_garching_uebungsplatz_2-0080_1663755755444319849.png,test/label-2022-09-21_garching_uebungsplatz_2-0080_1663755755444319849.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0021_1663755288354449091,test/image-2022-09-21_garching_uebungsplatz_2-0021_1663755288354449091.png,test/label-2022-09-21_garching_uebungsplatz_2-0021_1663755288354449091.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0070_1663755705528531958,test/image-2022-09-21_garching_uebungsplatz_2-0070_1663755705528531958.png,test/label-2022-09-21_garching_uebungsplatz_2-0070_1663755705528531958.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0045_1663755475407454742,test/image-2022-09-21_garching_uebungsplatz_2-0045_1663755475407454742.png,test/label-2022-09-21_garching_uebungsplatz_2-0045_1663755475407454742.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0087_1663755769010617703,test/image-2022-09-21_garching_uebungsplatz_2-0087_1663755769010617703.png,test/label-2022-09-21_garching_uebungsplatz_2-0087_1663755769010617703.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0100_1663755855480976984,test/image-2022-09-21_garching_uebungsplatz_2-0100_1663755855480976984.png,test/label-2022-09-21_garching_uebungsplatz_2-0100_1663755855480976984.png,2022-09-21_garching_uebungsplatz_2,test
2022-09-21_garching_uebungsplatz_2-0010_1663755238224967709,test/image-2022-09-21_garching_uebungsplatz_2-0010_1663755238224967709.png,test/label-2022-09-21_garching_uebungsplatz_2-0010_1663755238224967709.png,2022-09-21_garching_uebungsplatz_2,test
